genus	177	238	268	4019	5237	7327	7381	81162	526018	07KS4	18-599	4F1	7884-4HT	835A	835B	B113	B114	BS16	BY4839	BY4944	BY4960	BY804	BY807	BY809	BY813	BY815	BY855	BZN	CHANG3	CI7	CIMBL1	D863F	DAN3130	DAN340	DAN4245	DAN599	DH3732	DONG237	GEMS33	GEMS35	GEMS36	GEMS37	GEMS39	GEMS40	GEMS41	GEMS42	GEMS44	GEMS48	GEMS56	GEMS58	GEMS59	GEMS60	GY1007	GY1032	GY386	GY462	GY798	GY923	HTH-17	HYS	HZS	IRF314	JH59	JH96C	JI63	JI842	JI846	JI853	JY01	K10	K12	K14	K22	LG001	LIAO138	LIAO5262	LIAO5263	LK11	LX9801	LXN	LY042	M153	M97	MO113	MO17	P178	Q1261	R15	R15X1141	RY713	RY729	S22	SHEN5003	SI273	SI434	SI446	SY1032	SY1035	SY1039	SY1052	SY1128	SY3073	W138	WH413	XI502	XZ698	YE478	YE52106	YU374	Z2018F	ZAC546	ZB648	ZHENG28	ZHENG30	ZHENG653	ZHI41	ZONG31	ZZ01	ZZ03
F_Pluteus	1	1	0	1	2	0	2	6	1	0	1	1	1	0	10	0	0	0	0	0	0	4	2	1	2	0	1	1	8	3	1	1	0	4	1	0	3	0	15	0	1	0	1	1	0	2	0	0	0	0	1	0	2	1	2	0	6	1	4	0	1	1	0	1	2	1	4	0	0	1	0	0	1	0	2	0	0	0	3	3	0	0	0	1	0	2	1	0	0	0	3	0	1	4	1	0	0	0	4	1	2	1	4	0	2	0	1	4	0	2	1	0	0	0	0	0	1	0	1
F_Volvariella	2	0	0	2	1	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	4	0	0	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
F_Coprinellus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	69	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
F_Coprinopsis	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	41	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Parasola	1	0	0	0	0	117	2	0	0	158	4	0	0	3	0	0	0	0	0	0	2	2	758	0	0	0	0	0	28	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	1	0	0	0	1	0	0	2	0	0	0	0	21	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	5	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	6	0	0	2	2	2	0	0	0	0	0	13	96	1	2	4
F_Psathyrella	0	1	1	15	1	1	6	2	2	1	2	0	0	2	8	1	0	2	0	1	0	4	0	0	2	0	1	0	17	1	0	2	1	0	2	4	2	0	2	0	0	0	2	5	0	0	0	0	1	0	0	0	2	6	1	1	5	1	25	1	0	0	0	3	1	0	1	0	2	1	1	0	1	0	1	2	0	0	5	0	0	2	1	3	1	1	1	0	0	0	0	9	0	2	2	5	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1
F_Schizophyllum	0	0	0	1	2	0	0	0	0	0	3	0	0	0	1	0	0	1	0	1	0	0	0	1	0	2	0	1	20	0	1	1	3	1	0	0	1	0	4	1	2	0	0	3	0	4	0	5	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	4	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	3	0
F_Galerina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Tubaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	6
F_Clitocybe	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	1	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	6
F_Floccularia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
F_Laccaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Lachnella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Tricholoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
F_Ceraceomyces	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
F_Athelia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Tretomyces	0	0	0	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	11	0	3	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	2	0	0	0	0	0	0	0	0	1	0	0	7	1	2	0	0	0	0	0	0	0	1	1	2	0	0	0	5	1	1	0	0	0	0	3	1	0
F_Auricularia	0	0	2	3	27	0	1	0	1	2	0	0	0	0	2	1	0	0	0	0	1	1	1	2	2	1	5	1	0	0	2	0	1	23	1	0	2	1	2	2	0	1	2	4	1	1	0	1	2	0	0	0	0	0	0	1	2	1	3	2	0	1	0	1	0	0	17	0	0	0	1	0	0	0	28	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	2	1	1	0	0	1	1	0	0	0	0	0	0	0	12	0	0	2	1	1	0	1	0	0	0	0	0	0	0
F_Exidia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0
F_Austroboletus	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
F_Tylopilus	2	0	0	20	0	0	3	0	1	0	2	1	0	1	2	2	0	2	0	6	2	6	1	13	0	2	3	1	14	1	2	8	0	1	3	1	4	3	0	0	0	0	0	2	2	0	0	1	17	0	4	1	0	0	0	3	0	0	3	0	0	0	8	0	0	1	0	3	7	3	1	0	12	1	2	21	0	2	1	0	2	2	0	0	4	5	3	6	0	1	8	0	1	5	0	0	2	2	0	0	1	0	1	0	1	0	3	0	1	1	0	0	1	2	1	5	11	1	5
F_Xerocomus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Coniophora	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Chroogomphus	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Rhizopogon	4	2	0	0	1	2	5	0	0	0	1	1	1	1	5	1	1	0	0	0	0	1	1	2	2	1	8	8	12	3	3	4	5	3	2	1	1	0	4	0	1	1	1	2	1	4	2	2	0	3	2	0	5	1	0	2	0	1	2	1	7	10	9	1	1	1	5	0	0	0	7	2	1	2	1	2	1	1	0	6	1	2	0	1	1	1	11	2	1	0	7	1	1	0	0	4	2	0	6	1	0	2	4	1	4	1	6	1	1	3	2	0	0	3	1	0	3	1	1
F_Scleroderma	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
F_Serpula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F_Pseudomerulius	0	0	1	2	1	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	2	0	0	2	0	4	0	0	0	0	0	0	0	0	0	1	3	0	2	3	1	1	0	0	0	0	0	0	1	0	4	0	1	0	0	1	0	0	3	0	1	1	1	0	1	0	0	1	0	0	0	3	1	0	2	2	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
F_Leucogyrophana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F_Botryobasidium	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
F_Cantharellus	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Craterellus	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	1	0	7	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
F_Rhizoctonia	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Thanatephorus	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Clavulina	1	0	0	0	1	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
F_Hydnum	4	1	2	1	3	2	3	1	0	0	0	0	0	0	4	2	0	0	0	0	0	0	5	0	0	0	1	0	9	0	1	3	0	0	2	0	1	0	0	0	3	0	1	8	1	0	0	1	1	0	0	0	0	0	0	0	1	0	7	0	3	0	0	0	4	0	1	0	3	0	0	0	1	0	0	14	13	0	0	0	1	0	1	1	2	0	0	0	0	3	1	2	0	0	2	0	1	1	0	1	0	0	0	1	2	0	0	1	0	0	10	0	1	0	1	1	0	0	7
F_Candelabrochaete	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0
F_Hyphodontia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Hypochniciellum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
F_Laetisaria	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F_Peniophorella	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
F_Sistotrema	3	18	1	26	6	3	9	5	3	2	3	3	2	1	34	39	0	5	5	4	2	4	4	3	7	3	6	10	24	10	4	2	1	5	3	1	5	3	29	2	6	5	27	7	2	11	5	2	65	0	1	1	5	27	19	0	40	6	17	1	1	2	10	1	11	6	4	0	38	0	2	0	17	16	4	5	1	1	4	6	3	0	0	0	0	4	2	7	0	1	6	62	6	1	8	6	1	4	8	4	4	12	16	1	5	0	3	7	3	5	1	0	7	3	0	2	5	0	0
F_Geastrum	0	2	0	0	0	0	0	1	0	0	0	0	0	0	9	0	1	0	0	1	0	0	1	2	1	1	3	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	1	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	3	0	0	1	0	0	2	0	3	0	0	0	0	0	2	1	0	0	1	0	0	1	1	0	0	0	4	1	0	0	1	2	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0
F_Gloeophyllum	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Neolentinus	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	5	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
F_Ramaria	0	1	0	8	1	2	6	2	2	0	4	0	1	0	7	0	2	2	0	1	0	9	13	4	3	1	1	0	27	3	2	2	2	7	2	2	3	1	4	0	1	4	4	3	0	5	2	2	9	2	1	10	2	1	1	1	3	2	18	0	1	2	0	0	1	1	8	1	3	2	0	6	1	0	4	6	10	0	2	5	1	1	3	1	2	2	0	0	5	3	1	5	0	0	0	2	2	0	7	3	1	0	9	2	1	1	6	1	1	1	0	3	2	2	4	1	0	0	1
F_Fomitiporia	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7
F_Hydnochaete	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
F_Hymenochaete	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	31
F_Phellinidium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F_Phellinus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
F_Tropicoporus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
F_Oxyporus	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	22	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	29
F_Xylodon	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	2	0	1	0	3	0	2	9	0	0	1	0	1	1	0	0	1	0	1	0	2	1	0	0	0	0	0	1	5	0	0	0	0	4	0	0	0	1	0	1	0	1	0	13	0	0	0	0	1	0	0	2	0	2	0	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	3	0	1	0	0	0	3	1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	2	0
